,POLICYNO,PLCYDATE,CLM_FREQ5,CLM_AMT5,CLM_AMT,KIDSDRIV,TRAVTIME,CAR_USE,BLUEBOOK,RETAINED,NPOLICY,CAR_TYPE,RED_CAR,REVOLKED,MVR_PTS,CLM_FLAG,AGE,HOMEKIDS,YOJ,INCOME,GENDER,MARRIED,PARENT1,JOBCLASS,MAX_EDUC,HOME_VAL,SAMEHOME,AREA,IN_YY
4066,39496728,9583.0,0,0,0,0,35,Commercial,6100,7,1,Sedan,yes,No,0,No,46,0,11,45045,M,Yes,No,Blue Collar,High School,159854,9,Rural,0
4067,39498838,8894.0,0,0,0,0,31,Private,21750,10,1,Sedan,no,No,4,No,53,0,15,106622,F,Yes,No,Lawyer,Masters,334528,17,Urban,0
4068,39502227,10712.0,0,0,0,0,47,Commercial,16490,1,2,Van,yes,No,0,No,46,0,14,103884,M,No,No,Unknown,Masters,305037,14,Urban,0
4069,39505836,9596.0,0,0,0,0,45,Commercial,18370,4,1,Van,yes,No,0,No,48,0,11,-2147483648,M,Yes,No,Blue Collar,High School,252119,1,Rural,0
4070,39513362,9429.0,0,0,0,2,13,Private,9480,4,2,SUV,no,No,0,No,42,2,14,28524,F,Yes,No,Home Maker,High School,-2147483648,8,Rural,0
4071,39515737,8544.0,0,0,0,0,25,Private,15990,1,1,Sedan,yes,No,0,No,42,2,14,-2147483648,M,Yes,No,Manager,PhD,289626,14,Urban,0
4072,39515874,9645.0,0,0,0,0,28,Private,10160,11,2,SUV,no,No,0,No,52,0,13,101282,F,Yes,No,Manager,Masters,-2147483648,13,Urban,0
4073,39528156,9200.0,1,8375,23304,0,47,Private,18200,1,1,Sedan,no,No,1,Yes,54,0,-2147483648,21866,F,Yes,No,Clerical,High School,163729,10,Urban,1
4074,39550751,9959.0,0,0,0,0,34,Private,18860,11,4,Van,yes,No,0,No,58,4,16,46214,M,Yes,No,Clerical,High School,241259,12,Urban,0
4075,39550961,10158.0,1,7000,5261,0,37,Private,9550,1,1,Sports Car,no,No,1,Yes,48,0,12,13023,F,Yes,No,Clerical,<High School,154122,8,Urban,1
4076,39559031,8742.0,0,0,0,1,81,Commercial,5520,4,2,Pickup,no,No,0,No,43,3,10,40232,M,Yes,No,Clerical,High School,164521,-2147483648,Rural,0
4077,39560085,10715.0,0,0,0,0,35,Commercial,23750,7,1,Panel Truck,no,No,3,No,52,0,12,80142,M,No,No,Professional,Bachelors,224539,-2147483648,Urban,0
4078,39563161,10426.0,2,725,2265,0,24,Commercial,18550,1,2,Van,yes,No,4,Yes,36,1,9,72167,M,No,Yes,Professional,Bachelors,0,14,Urban,1
4079,39565474,8982.0,1,8206,0,0,36,Commercial,14960,4,1,SUV,no,No,2,No,35,3,13,1344,F,Yes,No,Student,High School,-2147483648,6,Urban,0
4080,39568641,9541.0,1,17393,0,0,26,Commercial,11370,4,1,Pickup,no,Yes,3,No,42,0,13,56746,M,No,No,Blue Collar,High School,176509,8,Urban,0
4081,39591106,9623.0,3,4576,0,2,29,Commercial,1500,6,3,SUV,no,No,3,No,41,2,13,34056,F,Yes,No,Blue Collar,High School,122908,1,Urban,0
4082,39600656,10355.0,1,32589,3265,0,27,Private,24360,1,1,SUV,no,Yes,3,Yes,46,0,10,21534,F,No,No,Blue Collar,<High School,90467,1,Urban,1
4083,39611913,8901.0,3,4162,5457,0,42,Commercial,20280,1,3,Van,no,No,7,Yes,38,4,14,40248,M,Yes,No,Blue Collar,High School,166402,9,Urban,1
4084,39629695,10348.0,0,0,0,0,11,Private,16480,13,1,Sedan,yes,No,1,No,44,0,8,67813,M,Yes,No,Professional,Bachelors,252457,7,Rural,0
4085,39655630,10352.0,0,0,0,0,42,Private,1590,4,2,Sedan,yes,No,1,No,28,1,10,16045,M,No,Yes,Clerical,<High School,0,5,Rural,0
4086,39666718,9920.0,1,1982,0,0,58,Private,12080,6,1,Pickup,no,No,4,No,46,0,9,59838,M,Yes,No,Lawyer,Masters,192061,12,Urban,0
4087,39674494,10387.0,0,0,6228,0,21,Private,15690,1,3,Sports Car,no,Yes,0,Yes,50,0,13,35097,F,No,No,Clerical,<High School,159912,1,Urban,1
4088,39693039,9436.0,0,0,0,0,68,Commercial,23740,4,1,Panel Truck,yes,No,2,No,51,0,10,117809,M,No,No,Professional,High School,0,8,Rural,0
4089,39693415,9505.0,0,0,0,0,33,Private,15070,13,1,SUV,no,No,0,No,50,0,11,29944,F,Yes,No,Clerical,<High School,160062,-2147483648,Urban,0
4090,39715917,9369.0,0,0,0,0,36,Private,6000,21,1,Pickup,yes,No,1,No,45,0,13,59958,M,No,No,Lawyer,Masters,0,-2147483648,Rural,0
4091,39725245,10592.0,0,0,0,0,42,Commercial,7910,1,2,Sedan,yes,Yes,5,No,57,0,13,196889,M,No,No,Professional,Masters,484353,15,Urban,1
4092,39744424,10290.0,1,6412,0,1,25,Private,17310,16,3,Van,no,No,1,No,41,2,13,58963,M,Yes,No,Lawyer,Masters,214655,11,Urban,0
4093,39747234,9586.0,2,7642,0,0,54,Private,24960,1,1,Van,no,No,0,No,55,0,13,234568,F,Yes,No,Lawyer,PhD,553501,-2147483648,Urban,1
4094,39759667,9017.0,0,0,0,0,29,Private,18890,1,1,Sedan,no,No,0,No,44,0,8,-2147483648,F,Yes,No,Lawyer,Masters,231094,21,Urban,0
4095,39800794,10026.0,1,1101,0,0,25,Private,7520,1,2,Sports Car,no,No,0,No,42,2,13,7313,F,Yes,No,Home Maker,Bachelors,94969,9,Urban,1
4096,39806388,9267.0,0,0,0,0,35,Private,10840,4,2,Sedan,no,No,3,No,42,0,11,23937,F,Yes,No,Professional,High School,-2147483648,9,Urban,0
4097,39817137,10188.0,2,7601,0,0,30,Commercial,22780,21,1,Panel Truck,no,No,7,No,46,0,6,140113,M,Yes,No,Blue Collar,Bachelors,363845,10,Urban,0
4098,39820044,9025.0,0,0,0,0,21,Commercial,34790,4,2,Panel Truck,yes,No,3,No,47,0,10,71976,M,No,No,Blue Collar,Bachelors,207191,11,Urban,0
4099,39822875,9342.0,0,0,4685,0,26,Commercial,28000,7,1,Panel Truck,yes,No,1,Yes,39,0,8,28924,M,Yes,No,Clerical,<High School,140957,6,Urban,0
4100,39828229,10554.0,3,4567,539,0,12,Commercial,9290,1,1,Pickup,yes,No,0,Yes,37,3,14,40924,M,No,Yes,Blue Collar,High School,203314,1,Urban,1
4101,39830332,9397.0,0,0,0,0,50,Private,10460,10,3,SUV,no,No,0,No,52,0,11,19421,F,No,No,Home Maker,<High School,0,1,Urban,0
4102,39845947,10402.0,1,10321,0,0,12,Commercial,29620,11,1,Pickup,no,No,4,No,47,0,11,125125,F,Yes,No,Professional,PhD,335460,17,Urban,0
4103,39868637,10653.0,0,0,0,0,43,Commercial,8640,13,3,Pickup,yes,Yes,0,No,53,0,0,0,M,No,No,Student,High School,0,1,Urban,0
4104,39877564,8668.0,0,0,0,0,37,Private,19480,13,2,Pickup,no,Yes,0,No,49,0,12,-2147483648,F,Yes,No,Doctor,PhD,328587,-2147483648,Urban,0
4105,39878815,9239.0,0,0,0,0,62,Commercial,6530,4,1,Pickup,yes,No,0,No,42,3,15,74549,M,No,Yes,Blue Collar,Masters,0,7,Rural,0
4106,39986656,9385.0,0,0,0,0,44,Private,15800,10,1,Sedan,yes,No,5,No,43,0,11,75232,M,No,No,Manager,Bachelors,0,7,Urban,0
4107,40003104,9907.0,0,0,0,0,33,Commercial,18240,17,1,Van,yes,No,0,No,47,0,7,69560,M,No,No,Blue Collar,High School,0,1,Rural,0
4108,40003729,9430.0,0,0,0,0,32,Private,15740,4,1,Sedan,yes,No,0,No,38,0,14,57936,M,Yes,No,Professional,Bachelors,203583,11,Urban,0
4109,40012669,10634.0,0,0,0,0,53,Private,34030,1,1,Sedan,yes,No,2,No,55,0,12,58163,M,Yes,No,Lawyer,Masters,223080,16,Urban,1
4110,40014205,8841.0,0,0,0,0,41,Private,15650,4,2,Sedan,no,No,0,No,42,0,12,91845,F,Yes,No,Professional,Masters,261848,19,Urban,0
4111,40023997,10593.0,1,2159,4696,0,53,Commercial,11300,6,1,SUV,no,No,0,Yes,50,0,12,47991,F,No,No,Blue Collar,Bachelors,214996,9,Urban,0
4112,40024253,9723.0,0,0,2355,0,48,Private,5700,10,1,SUV,no,No,0,Yes,42,0,10,41293,F,No,No,Clerical,High School,0,8,Urban,0
4113,40028454,10207.0,0,0,0,1,50,Private,9550,1,1,SUV,no,No,0,No,45,2,9,19917,F,No,Yes,Clerical,<High School,102059,1,Urban,1
4114,40032359,9931.0,0,0,3065,0,30,Private,6550,4,1,Pickup,no,No,0,Yes,41,0,6,9536,M,No,No,Blue Collar,<High School,0,1,Urban,0
4115,40040304,10618.0,0,0,0,0,19,Private,6990,1,3,SUV,no,No,3,No,46,0,0,0,F,No,No,Home Maker,High School,-2147483648,9,Urban,1
4116,40042295,9395.0,0,0,0,0,52,Commercial,9360,4,1,SUV,no,Yes,0,No,34,1,11,44572,F,No,Yes,Blue Collar,High School,-2147483648,1,Urban,0
4117,40043195,9362.0,2,2619,0,0,25,Private,1500,9,1,Sedan,yes,No,2,No,46,0,8,102092,M,No,No,Lawyer,Masters,0,8,Urban,0
4118,40055066,9824.0,2,20667,0,0,17,Private,12520,3,2,SUV,yes,Yes,1,No,60,0,13,38395,M,No,No,Professional,Bachelors,0,13,Urban,0
4119,40056423,9725.0,2,9351,32203,0,63,Commercial,18050,7,1,Van,yes,No,5,Yes,46,0,7,50252,M,Yes,No,Unknown,Masters,182910,1,Urban,0
4120,40088848,8928.0,0,0,1280,1,45,Private,11020,4,1,SUV,no,No,0,Yes,42,1,12,14705,F,No,Yes,Home Maker,High School,97885,5,Urban,0
4121,40108965,9335.0,2,4734,3007,0,30,Commercial,15570,4,2,SUV,no,No,7,Yes,57,0,8,81767,F,Yes,No,Blue Collar,High School,308350,7,Urban,0
4122,40113035,10221.0,3,4123,0,0,44,Private,8370,7,3,Sports Car,no,No,0,No,50,0,0,0,F,Yes,No,Home Maker,Bachelors,88189,1,Urban,0
4123,40136710,10276.0,2,548,4539,0,19,Commercial,23910,7,1,Panel Truck,yes,No,7,Yes,25,1,9,71207,M,Yes,No,Professional,Bachelors,202437,12,Urban,0
4124,40139061,10206.0,0,0,0,0,19,Commercial,18080,7,1,Pickup,no,No,0,No,40,1,13,113747,F,Yes,No,Unknown,Masters,271639,13,Urban,0
4125,40156725,8831.0,0,0,0,0,11,Private,25420,7,1,Sedan,no,No,0,No,53,0,15,186173,F,Yes,No,Lawyer,Masters,-2147483648,14,Urban,0
4126,40170734,10011.0,0,0,0,0,30,Commercial,9020,1,2,Pickup,no,No,1,No,49,0,12,113801,M,Yes,No,Unknown,PhD,354048,13,Urban,0
4127,40173047,10197.0,0,0,0,0,53,Commercial,7600,6,1,Pickup,yes,Yes,0,No,35,0,8,33522,M,Yes,No,Unknown,Masters,123260,19,Urban,0
4128,40207591,9199.0,3,6444,0,0,20,Commercial,10530,7,1,SUV,no,No,0,No,35,2,13,55262,F,Yes,No,Blue Collar,Bachelors,170646,7,Urban,0
4129,40225647,9313.0,0,0,0,0,20,Private,7960,1,1,SUV,no,No,2,No,55,0,13,9619,F,Yes,No,Doctor,PhD,126015,15,Urban,1
4130,40239860,8649.0,0,0,2727,1,49,Private,3950,6,1,SUV,no,No,0,Yes,59,2,14,27823,F,Yes,No,Home Maker,Masters,161744,9,Rural,0
4131,40248847,10103.0,2,3545,7893,0,27,Private,6710,10,2,Sports Car,no,No,0,Yes,38,1,17,14098,F,Yes,No,Clerical,<High School,60733,1,Urban,0
4132,40249110,9584.0,0,0,0,3,50,Commercial,19330,11,2,Sedan,no,No,5,No,44,4,10,73724,F,No,Yes,Blue Collar,High School,0,1,Rural,0
4133,40251861,10695.0,1,3137,0,1,14,Private,9810,13,2,SUV,no,No,9,No,40,2,11,43098,F,No,Yes,Clerical,High School,224877,11,Urban,0
4134,40253331,8799.0,0,0,0,0,28,Commercial,31800,13,1,Panel Truck,no,No,2,No,54,0,11,36231,M,Yes,No,Unknown,Masters,153711,14,Urban,0
4135,40261485,9194.0,1,9239,0,0,40,Commercial,8420,13,1,Pickup,yes,No,3,No,49,0,13,100085,M,No,No,Blue Collar,High School,0,1,Urban,0
4136,40262236,9498.0,0,0,0,0,20,Commercial,16730,4,1,SUV,no,No,0,No,51,0,6,101320,F,Yes,No,Blue Collar,Bachelors,297694,10,Urban,0
4137,40272701,9463.0,3,8510,0,0,33,Private,22040,6,1,Sedan,no,No,0,No,58,0,14,89858,F,Yes,No,Professional,Bachelors,272665,13,Urban,0
4138,40287347,9998.0,0,0,0,0,8,Private,12240,6,3,Sedan,yes,No,0,No,50,0,13,57387,M,Yes,No,Professional,Bachelors,181408,11,Urban,0
4139,40289753,9782.0,2,44735,0,0,32,Private,13410,6,3,SUV,no,No,4,No,29,1,11,87621,F,Yes,No,Unknown,Masters,258898,9,Urban,0
4140,40289901,10249.0,0,0,0,0,26,Private,26470,6,2,Sedan,no,No,0,No,39,0,10,77195,F,Yes,No,Professional,Bachelors,-2147483648,8,Rural,0
4141,40295558,9877.0,0,0,2041,0,13,Private,14780,7,3,SUV,no,No,0,Yes,45,2,12,-2147483648,F,Yes,No,Manager,Masters,335380,12,Urban,0
4142,40296560,9697.0,0,0,0,1,36,Commercial,29900,6,1,Pickup,no,No,2,No,43,1,11,71724,F,No,Yes,Blue Collar,High School,0,1,Rural,0
4143,40301883,10640.0,1,1294,2078,0,36,Commercial,25850,1,1,Pickup,no,No,0,Yes,46,0,7,60551,F,No,No,Professional,Bachelors,0,10,Urban,1
4144,40313289,10625.0,1,3863,0,0,66,Commercial,6710,1,2,Sports Car,no,No,3,No,36,0,9,51353,F,No,No,Blue Collar,High School,0,9,Rural,1
4145,40313509,10449.0,0,0,6004,0,43,Private,17980,3,1,Sedan,no,No,1,Yes,60,0,12,45038,F,No,No,Professional,Bachelors,242566,16,Urban,0
4146,40318265,10095.0,0,0,0,0,18,Private,2500,17,2,SUV,no,No,1,No,33,1,11,9981,F,Yes,No,Clerical,<High School,126082,6,Urban,0
4147,40348252,9564.0,0,0,0,0,27,Commercial,29680,1,1,SUV,no,No,3,No,41,0,5,58139,F,Yes,No,Blue Collar,High School,195097,8,Rural,1
4148,40350975,10263.0,0,0,0,0,55,Commercial,17330,5,1,Sedan,yes,No,2,No,45,0,13,87420,M,Yes,No,Blue Collar,Bachelors,244089,5,Urban,0
4149,40370645,9048.0,0,0,1901,0,51,Commercial,23350,1,2,SUV,no,No,0,Yes,37,0,12,38128,F,Yes,No,Blue Collar,High School,139340,10,Rural,1
4150,40395085,9138.0,0,0,0,0,29,Private,17950,1,2,Van,yes,No,0,No,57,0,12,55119,M,Yes,No,Lawyer,Masters,232678,-2147483648,Urban,1
4151,40429233,9369.0,0,0,0,0,64,Commercial,17270,1,1,Van,no,No,0,No,52,0,8,21727,M,Yes,No,Clerical,<High School,175392,6,Rural,1
4152,40452301,9976.0,3,3132,4324,0,40,Commercial,14070,13,1,SUV,no,Yes,3,Yes,32,1,12,93741,F,No,Yes,Blue Collar,Bachelors,0,8,Urban,0
4153,40452422,10048.0,0,0,0,0,64,Commercial,6980,1,2,SUV,no,No,0,No,36,0,4,2411,F,No,No,Student,High School,0,9,Rural,1
4154,40455397,9957.0,0,0,0,0,32,Private,8540,6,3,Pickup,yes,No,0,No,57,0,14,144342,M,Yes,No,Manager,Bachelors,403628,8,Urban,0
4155,40460885,8998.0,0,0,0,0,12,Private,21590,1,3,Sedan,no,No,0,No,49,0,12,46336,F,Yes,No,Clerical,<High School,159199,4,Urban,1
4156,40477026,10154.0,0,0,0,0,10,Private,14640,1,3,Sedan,no,No,0,No,41,0,10,93856,F,No,No,Blue Collar,High School,0,10,Urban,1
4157,40480817,9187.0,3,5303,0,0,36,Commercial,11110,1,2,Pickup,yes,No,2,No,46,0,10,50117,M,Yes,No,Manager,Bachelors,169838,6,Urban,1
4158,40507515,10121.0,0,0,2463,0,11,Commercial,17560,6,2,Van,no,No,0,Yes,59,0,14,78271,M,Yes,No,Professional,Bachelors,299574,11,Urban,0
4159,40513803,9229.0,0,0,0,0,48,Private,12290,1,2,SUV,yes,No,0,No,62,0,14,-2147483648,M,Yes,No,Blue Collar,<High School,215950,7,Rural,0
4160,40578106,8595.0,2,12098,5095,0,28,Commercial,14650,10,1,Sedan,no,Yes,7,Yes,45,0,-2147483648,73326,F,Yes,No,Blue Collar,High School,256305,1,Urban,0
4161,40601747,8569.0,0,0,0,0,33,Private,8870,1,3,SUV,no,Yes,1,No,41,0,0,0,F,Yes,No,Lawyer,Masters,95757,10,Urban,1
4162,40615129,9104.0,2,6690,843,0,30,Commercial,18330,1,1,Van,no,No,0,Yes,39,0,12,87416,M,Yes,No,Blue Collar,Bachelors,231934,9,Urban,1
4163,40628125,8657.0,2,3115,0,0,51,Commercial,32260,1,2,Sedan,no,No,2,No,53,0,-2147483648,77352,F,Yes,No,Blue Collar,Bachelors,249371,13,Urban,1
4164,40628310,9992.0,2,29536,1294,1,42,Private,15860,1,1,SUV,no,Yes,2,Yes,45,3,10,15796,F,Yes,No,Clerical,<High School,145824,1,Urban,1
4165,40629274,10054.0,0,0,13875,0,11,Private,10900,1,2,Sedan,yes,No,0,Yes,58,0,-2147483648,1102,M,Yes,No,Student,<High School,0,1,Urban,1
4166,40631811,10531.0,0,0,0,1,22,Private,9260,9,9,Sedan,yes,No,1,No,49,0,6,137537,M,Yes,No,Lawyer,Masters,375497,10,Urban,0
4167,40645468,8649.0,0,0,0,0,32,Private,11550,7,1,SUV,no,No,0,No,48,0,10,14882,F,Yes,No,Lawyer,Masters,111509,11,Urban,0
4168,40649056,8876.0,1,2459,0,0,22,Commercial,19200,6,1,Sedan,yes,No,0,No,58,0,15,98573,M,No,No,Blue Collar,Bachelors,0,6,Urban,0
4169,40656191,8916.0,0,0,0,0,61,Private,9670,6,2,SUV,no,No,1,No,34,4,15,3435,F,No,Yes,Home Maker,High School,0,1,Urban,0
4170,40666738,10285.0,2,5150,0,0,37,Commercial,15620,7,2,Sedan,yes,No,1,No,49,0,14,47796,M,Yes,No,Blue Collar,High School,201302,1,Urban,0
4171,40700087,10093.0,3,8743,0,0,28,Private,7330,7,2,Pickup,no,No,4,No,29,0,12,58319,M,Yes,No,Unknown,PhD,198219,8,Urban,0
4172,40711061,10573.0,0,0,0,0,18,Private,20290,11,1,Sedan,no,No,0,No,55,1,15,114134,F,Yes,No,Lawyer,Masters,341067,16,Urban,0
4173,40725911,9719.0,0,0,0,0,30,Commercial,21100,6,3,Pickup,no,No,0,No,43,2,18,36945,F,Yes,No,Blue Collar,<High School,122062,1,Urban,0
4174,40732081,9072.0,0,0,0,1,36,Private,1500,6,1,SUV,no,No,3,No,36,2,0,0,F,Yes,No,Home Maker,<High School,0,7,Urban,0
4175,40734008,10278.0,0,0,0,0,39,Private,11620,4,1,Pickup,no,No,0,No,56,0,14,66605,M,Yes,No,Doctor,PhD,246140,17,Urban,0
4176,40741249,9617.0,1,502,0,2,29,Commercial,6180,4,3,Sports Car,no,No,5,No,41,2,13,34056,F,Yes,No,Blue Collar,High School,122908,1,Urban,0
4177,40754804,10505.0,0,0,0,0,35,Private,12660,6,2,Sedan,yes,No,0,No,37,2,13,31722,M,No,Yes,Home Maker,High School,127110,6,Urban,0
4178,40765237,9779.0,2,6841,0,0,19,Private,10840,1,1,Sedan,yes,No,0,No,53,0,10,24904,M,No,No,Blue Collar,<High School,150064,1,Urban,1
4179,40776153,9973.0,0,0,0,0,85,Commercial,17540,10,2,Van,no,No,1,No,46,0,13,36607,M,Yes,No,Blue Collar,High School,206422,1,Rural,0
4180,40776990,9755.0,1,2629,2895,0,30,Private,14170,3,2,Sports Car,no,No,0,Yes,63,2,13,63695,F,No,Yes,Manager,Masters,0,12,Urban,0
4181,40784887,9088.0,1,1517,0,0,54,Private,3200,1,1,Sedan,yes,No,0,No,39,0,14,57550,M,Yes,No,Lawyer,Masters,184666,-2147483648,Urban,1
4182,40805956,8765.0,0,0,0,0,16,Commercial,6470,1,1,Pickup,yes,Yes,3,No,57,0,10,58924,M,Yes,No,Professional,Bachelors,209735,12,Rural,1
4183,40809000,10140.0,0,0,0,0,40,Private,4890,17,4,SUV,no,No,2,No,50,0,8,33870,F,No,No,Clerical,<High School,175517,-2147483648,Urban,0
4184,40841864,9621.0,3,32922,1215,0,36,Commercial,11030,10,1,Pickup,yes,Yes,7,Yes,54,0,12,-2147483648,M,Yes,No,Blue Collar,<High School,201483,4,Urban,0
4185,40842220,9318.0,3,4352,6889,0,66,Private,16320,1,1,SUV,no,No,1,Yes,39,2,7,12236,F,Yes,No,Home Maker,High School,92520,8,Urban,1
4186,40853431,9916.0,0,0,0,0,49,Private,6200,4,1,SUV,no,No,0,No,47,0,10,148168,F,Yes,No,Lawyer,Masters,348862,20,Urban,0
4187,40857726,10032.0,1,6710,4193,0,45,Private,20360,6,1,SUV,no,No,0,Yes,48,0,12,59146,F,No,No,Lawyer,Masters,239920,16,Urban,0
4188,40860703,10067.0,1,14915,1009,0,57,Commercial,20690,6,1,Van,no,Yes,0,Yes,47,0,-2147483648,62486,M,No,No,Professional,Bachelors,0,4,Urban,0
4189,40865675,10484.0,0,0,0,0,35,Private,15240,3,2,Sedan,yes,No,1,No,48,0,11,89404,M,No,No,Manager,Bachelors,288123,11,Urban,0
4190,40870545,9773.0,0,0,0,0,51,Private,13950,3,1,Sedan,yes,No,0,No,33,0,11,91549,M,Yes,No,Lawyer,Masters,269268,13,Urban,0
4191,40886096,9806.0,1,1304,0,0,8,Private,12850,4,2,Sedan,no,No,5,No,52,0,-2147483648,35259,M,No,No,Lawyer,Masters,0,16,Urban,0
4192,40926932,10410.0,0,0,0,0,37,Commercial,22830,9,2,Panel Truck,yes,No,0,No,44,3,12,69620,M,Yes,No,Manager,Masters,239561,15,Urban,0
4193,40947171,10474.0,3,3988,0,3,19,Commercial,27010,1,1,Panel Truck,yes,No,3,No,43,3,15,41394,M,Yes,No,Clerical,High School,142306,9,Urban,1
4194,40948315,10298.0,2,8171,6409,0,20,Commercial,16420,10,2,Sedan,no,No,0,Yes,29,3,15,45828,M,No,Yes,Blue Collar,High School,149103,10,Urban,0
4195,40951564,9909.0,0,0,0,0,38,Private,10440,4,3,Pickup,no,No,0,No,41,0,11,85056,M,Yes,No,Lawyer,Masters,270894,19,Rural,0
4196,40952136,10061.0,0,0,0,0,38,Commercial,22360,1,3,Van,no,No,0,No,48,0,13,132869,M,Yes,No,Unknown,Masters,393765,-2147483648,Rural,0
4197,40965235,9101.0,0,0,0,0,40,Commercial,30330,1,2,Pickup,no,No,0,No,49,0,13,90468,F,Yes,No,Unknown,PhD,269584,-2147483648,Urban,0
4198,40973172,10676.0,0,0,0,0,20,Private,10530,16,4,Sports Car,no,No,0,No,45,2,1,42133,F,Yes,No,Blue Collar,<High School,184640,5,Rural,0
4199,40973815,9296.0,0,0,14929,1,34,Private,33380,1,1,Pickup,no,No,0,Yes,37,1,12,152060,F,No,Yes,Manager,PhD,0,-2147483648,Urban,1
4200,40983359,10084.0,5,5601,0,0,28,Private,13400,1,3,SUV,no,No,5,No,45,2,12,52541,F,No,Yes,Professional,Bachelors,0,10,Urban,1
4201,40987207,9433.0,0,0,0,0,5,Private,20160,4,1,SUV,no,No,1,No,62,0,15,94344,F,Yes,No,Lawyer,Masters,259666,8,Urban,0
4202,41004311,10516.0,0,0,0,0,56,Commercial,16150,10,1,Sedan,yes,No,0,No,49,0,11,6004,M,Yes,No,Student,Bachelors,81701,13,Urban,0
4203,41006229,9911.0,2,3165,0,0,65,Private,15200,1,2,Sedan,no,No,0,No,38,2,14,9617,F,Yes,No,Clerical,<High School,-2147483648,1,Urban,1
4204,41052959,10722.0,0,0,0,0,29,Private,21180,17,1,SUV,no,No,0,No,31,3,13,99412,F,No,Yes,Manager,PhD,0,11,Urban,0
4205,41056946,10176.0,0,0,0,0,60,Private,6100,11,4,Sedan,yes,No,0,No,48,0,13,120483,M,Yes,No,Professional,Masters,358643,12,Urban,0
4206,41083829,10047.0,0,0,0,0,25,Private,15160,1,2,SUV,no,No,0,No,45,0,12,91613,F,Yes,No,Lawyer,Masters,269046,12,Urban,1
4207,41084893,8996.0,0,0,0,0,31,Commercial,13030,1,1,Sedan,yes,No,4,No,51,0,11,64292,M,Yes,No,Blue Collar,Bachelors,202366,11,Rural,1
4208,41090748,9673.0,4,27779,0,0,11,Commercial,12680,4,1,Sedan,no,No,0,No,44,0,9,76589,M,No,No,Blue Collar,High School,213661,5,Urban,0
4209,41096721,9471.0,0,0,0,0,20,Commercial,13550,13,2,SUV,no,No,0,No,53,0,14,67477,F,Yes,No,Blue Collar,High School,252228,8,Rural,0
4210,41097748,9912.0,0,0,0,0,35,Private,15240,9,1,Sedan,no,No,0,No,54,0,13,24397,M,Yes,No,Clerical,High School,143227,1,Urban,0
4211,41112175,9356.0,0,0,0,0,39,Private,4700,7,2,SUV,no,No,0,No,32,2,0,-2147483648,F,Yes,No,Home Maker,<High School,86502,6,Rural,0
4212,41118081,9030.0,1,985,0,0,12,Private,7060,1,4,Sports Car,no,No,5,No,38,0,10,-2147483648,F,No,No,Clerical,High School,0,1,Urban,0
4213,41120342,9390.0,0,0,0,0,39,Private,17740,1,2,Sedan,yes,No,0,No,52,0,9,107066,M,Yes,No,Professional,Bachelors,331728,9,Urban,1
4214,41120706,9076.0,2,2090,0,0,46,Commercial,5700,10,1,Pickup,yes,No,1,No,42,0,10,74484,M,No,No,Unknown,Masters,-2147483648,5,Urban,0
4215,41139525,9882.0,0,0,0,0,38,Private,5400,10,2,Pickup,yes,No,2,No,39,0,11,59995,M,No,No,Clerical,High School,0,6,Rural,0
4216,41147613,9190.0,1,3181,0,0,41,Commercial,18620,11,1,Van,yes,No,5,No,46,0,10,78374,M,No,No,Blue Collar,High School,0,1,Urban,0
4217,41165146,10728.0,0,0,0,0,32,Private,29520,4,1,Sedan,no,No,0,No,40,2,11,195506,M,No,Yes,Lawyer,PhD,0,10,Urban,0
4218,41171350,8719.0,0,0,0,0,39,Private,25280,1,2,Pickup,no,No,2,No,45,0,10,-2147483648,F,Yes,No,Home Maker,Bachelors,202242,-2147483648,Urban,0
4219,41179802,9183.0,0,0,0,0,37,Commercial,34150,4,5,Pickup,no,No,0,No,57,0,-2147483648,53339,F,No,No,Blue Collar,<High School,-2147483648,8,Urban,0
4220,41195594,10701.0,2,1118,3770,0,39,Private,7200,1,2,Sports Car,no,No,7,Yes,33,1,10,23953,F,No,Yes,Clerical,High School,0,8,Urban,1
4221,41222960,10227.0,0,0,0,2,5,Private,1680,10,1,Sports Car,no,No,4,No,43,2,10,1764,F,Yes,No,Student,<High School,112808,6,Rural,0
4222,41248608,9849.0,0,0,0,0,29,Commercial,19020,1,3,SUV,no,No,0,No,49,0,14,122265,F,Yes,No,Blue Collar,Bachelors,384884,5,Rural,1
4223,41252305,9252.0,0,0,0,0,37,Private,6820,4,5,SUV,no,No,2,No,50,0,0,0,F,No,No,Student,High School,91409,11,Rural,0
4224,41255262,9589.0,0,0,0,2,15,Commercial,38260,1,2,Van,no,No,2,No,38,3,15,-2147483648,F,Yes,No,Blue Collar,Bachelors,339360,11,Urban,0
4225,41257369,9304.0,0,0,2986,0,31,Commercial,21480,1,1,Van,yes,No,0,Yes,38,2,12,81024,M,Yes,No,Unknown,Masters,223678,17,Urban,0
4226,41259765,9495.0,0,0,0,0,35,Private,5820,1,1,Pickup,no,No,3,No,33,1,12,120665,F,Yes,No,Manager,Bachelors,353724,4,Urban,1
4227,41288198,10586.0,2,11580,3357,0,19,Private,4390,7,1,SUV,no,Yes,0,Yes,33,3,10,28853,F,Yes,No,Clerical,High School,181865,1,Urban,0
